user_id,persona,n_transactions
U0724_279139,stable_shop_owner,248
U0725_8b5aad,stable_shop_owner,254
U0726_52e44a,stable_shop_owner,296
U0727_61ff78,stable_shop_owner,275
U0728_2ef5ef,gig_worker,320
U0729_c3de2a,gig_worker,314
U0730_410b31,seasonal_farmer,77
U0731_014190,stable_shop_owner,275
U0732_ae4a95,stable_shop_owner,230
U0733_c67a8d,seasonal_farmer,81
U0734_2c54c0,stable_shop_owner,256
U0735_a93ef4,thin_file_new_user,27
U0736_5773e4,stable_shop_owner,224
U0737_120ef1,seasonal_farmer,98
U0738_73a122,seasonal_farmer,58
U0739_3ce751,seasonal_farmer,101
U0740_a5cf71,stable_shop_owner,271
U0741_7d1d29,stable_shop_owner,255
U0742_dd436d,risky_irregular,184
U0743_0de2eb,stable_shop_owner,194
U0744_3822a5,gig_worker,313
U0745_83008d,gig_worker,292
U0746_4645f2,seasonal_farmer,73
U0747_6165df,seasonal_farmer,94
U0748_89f53c,risky_irregular,137
U0749_3b3a51,risky_irregular,182
U0750_3b11d7,stable_shop_owner,239
U0751_5bd589,seasonal_farmer,67
U0752_704531,stable_shop_owner,293
U0753_4600e1,gig_worker,287
U0754_6bb48a,thin_file_new_user,24
U0755_3b8c2e,stable_shop_owner,297
U0756_d54f2a,seasonal_farmer,67
U0757_4f32a8,fraud_gaming,93
U0758_60b541,stable_shop_owner,261
U0759_e09ce6,gig_worker,296
U0760_11178f,thin_file_new_user,26
U0761_b49c6c,stable_shop_owner,255
U0762_da7955,stable_shop_owner,232
U0763_770357,stable_shop_owner,233
U0764_156b28,fraud_gaming,79
U0765_2165c4,stable_shop_owner,273
U0766_2b3603,stable_shop_owner,235
U0767_fefaa7,stable_shop_owner,261
U0768_7c0f1a,stable_shop_owner,268
U0769_36269b,thin_file_new_user,30
U0770_ebb4bc,stable_shop_owner,268
U0771_87d7ce,gig_worker,278
U0772_9b40b4,gig_worker,312
U0773_75a367,risky_irregular,172
U0774_317fc5,stable_shop_owner,221
U0775_d30caf,risky_irregular,164
U0776_c297e8,thin_file_new_user,38
U0777_0024a2,stable_shop_owner,217
U0778_5f113e,risky_irregular,192
U0779_c3d833,risky_irregular,195
U0780_816eb2,stable_shop_owner,242
U0781_646c03,fraud_gaming,71
U0782_337351,gig_worker,323
U0783_ff9385,thin_file_new_user,36
U0784_546e3d,fraud_gaming,70
U0785_78fb5a,seasonal_farmer,68
U0786_ed0e02,risky_irregular,147
U0787_17a6e2,seasonal_farmer,58
U0788_b9d65b,risky_irregular,176
U0789_5eea4c,thin_file_new_user,25
U0790_dccf18,stable_shop_owner,294
U0791_9ee4d4,seasonal_farmer,73
U0792_a8c1a1,seasonal_farmer,65
U0793_ee4e5b,stable_shop_owner,210
U0794_129327,stable_shop_owner,244
U0795_dfc66b,seasonal_farmer,57
U0796_21ecb5,stable_shop_owner,252
U0797_a2d9ea,stable_shop_owner,247
U0798_22558c,thin_file_new_user,25
U0799_9d666e,thin_file_new_user,32
U0800_326f4c,thin_file_new_user,34
U0801_c2d5d8,seasonal_farmer,86
U0802_86948f,risky_irregular,167
U0803_b2790e,gig_worker,315
U0804_dcb534,stable_shop_owner,247
U0805_25a1be,stable_shop_owner,266
U0806_575ad5,thin_file_new_user,33
U0807_1cc34e,stable_shop_owner,224
U0808_948fc9,gig_worker,275
U0809_4c7180,fraud_gaming,78
U0810_eb80ab,stable_shop_owner,251
U0811_c0796e,stable_shop_owner,270
U0812_e42729,fraud_gaming,89
U0813_63e408,gig_worker,305
U0814_1d744e,stable_shop_owner,223
U0815_708c57,risky_irregular,170
U0816_ace23a,risky_irregular,178
U0817_587fac,gig_worker,310
U0818_74af4a,thin_file_new_user,37
U0819_f6c69f,stable_shop_owner,240
U0820_ffe3aa,stable_shop_owner,258
U0821_4fcdd0,gig_worker,328
U0822_225a7a,stable_shop_owner,282
U0823_58f6cd,thin_file_new_user,28
U0824_c664a2,risky_irregular,131
U0825_d14de9,stable_shop_owner,246
U0826_c895ce,gig_worker,341
U0827_70925b,stable_shop_owner,253
U0828_63f888,risky_irregular,144
U0829_3f64e9,stable_shop_owner,241
U0830_e302d5,thin_file_new_user,19
U0831_e7062b,gig_worker,334
U0832_a57303,seasonal_farmer,78
U0833_cc1b57,thin_file_new_user,28
U0834_d045fe,thin_file_new_user,22
U0835_d4dccf,gig_worker,315
U0836_50255e,risky_irregular,179
U0837_0d7f85,fraud_gaming,50
U0838_c3d342,seasonal_farmer,89
U0839_ce1e4b,gig_worker,280
U0840_56b4ae,stable_shop_owner,250
U0841_940c24,risky_irregular,157
U0842_bf93cb,gig_worker,360
U0843_c60f24,seasonal_farmer,63
U0844_8c8374,stable_shop_owner,303
U0845_ea7577,risky_irregular,166
U0846_147c56,seasonal_farmer,84
U0847_17b5bc,thin_file_new_user,26
U0848_135e27,stable_shop_owner,276
U0849_af6771,fraud_gaming,76
U0850_00f6bb,stable_shop_owner,253
U0851_1e5447,stable_shop_owner,247
U0852_b94149,risky_irregular,172
U0853_8d2d8d,fraud_gaming,80
U0854_e3a72e,stable_shop_owner,239
U0855_d7e5a1,gig_worker,359
U0856_0380ac,thin_file_new_user,28
U0857_d7fc37,risky_irregular,153
U0858_7abd2d,seasonal_farmer,72
U0859_30cebc,gig_worker,311
U0860_060a0b,thin_file_new_user,23
U0861_c0519f,thin_file_new_user,23
U0862_8a3c45,risky_irregular,173
U0863_080de5,gig_worker,308
U0864_dea756,stable_shop_owner,249
U0865_8fe85a,fraud_gaming,68
U0866_805bd6,risky_irregular,146
U0867_e7f227,risky_irregular,152
U0868_71a473,stable_shop_owner,227
U0869_9b7b3d,stable_shop_owner,245
U0870_b3ad0a,thin_file_new_user,32
U0871_2a57fa,stable_shop_owner,257
U0872_7e687e,fraud_gaming,60
U0873_ba235d,seasonal_farmer,75
U0874_f40723,thin_file_new_user,27
U0875_18db90,risky_irregular,179
U0876_75bf75,seasonal_farmer,68
U0877_4e7823,seasonal_farmer,99
U0878_b01b9c,thin_file_new_user,28
U0879_76ddce,gig_worker,302
U0880_427183,seasonal_farmer,80
U0881_970d60,thin_file_new_user,31
U0882_7ed75f,fraud_gaming,64
U0883_7a05b9,gig_worker,304
U0884_f3347c,stable_shop_owner,240
U0885_e85ee2,seasonal_farmer,94
U0886_7d8fef,seasonal_farmer,52
U0887_72877b,stable_shop_owner,276
U0888_8c20cd,stable_shop_owner,269
U0889_52e67f,thin_file_new_user,35
U0890_3bc645,seasonal_farmer,70
U0891_ed6e64,fraud_gaming,60
U0892_0673a2,stable_shop_owner,199
U0893_042580,stable_shop_owner,242
U0894_f77442,risky_irregular,199
U0895_e00f9a,risky_irregular,144
U0896_072172,stable_shop_owner,252
U0897_cca747,stable_shop_owner,233
U0898_1c3299,stable_shop_owner,236
U0899_061301,gig_worker,296
