user_id,persona,months_of_history,n_transactions,income_regularity,avg_monthly_income,savings_ratio,bill_payment_count,bill_payment_regularity,transaction_diversity,spending_to_income_ratio,balance_volatility,max_single_txn_pct_balance,circular_transfer_flag,balance_consistency_pass,composite_score,risk_label,tier
U0171_89d49a,gig_worker,7,323,0.49,5347.58,-0.023,33,0.071,0.878,1.023,1.832,6.29,False,True,0.32449999999999996,medium_risk,Silver
U0172_54ebe2,stable_shop_owner,7,278,0.526,5274.45,0.0,18,0.241,0.888,1.0,1.564,4.91,False,True,0.38959999999999995,low_risk,Platinum/Gold
U0173_76b715,fraud_gaming,5,75,0.0,2101.13,-0.267,5,0.14,0.886,1.267,2.224,14.55,True,True,0.1749,fraud_flag,Rejected - Fraud Review
U0174_ea8d49,stable_shop_owner,7,260,0.54,9993.08,-0.005,21,0.0,0.913,1.005,1.203,3.0,False,True,0.32594999999999996,medium_risk,Silver
U0175_74fdda,stable_shop_owner,7,273,0.507,4835.64,-0.012,26,0.206,0.894,1.012,1.615,5.16,False,True,0.37334999999999996,low_risk,Platinum/Gold
U0176_0705ac,seasonal_farmer,6,104,0.0,233678.96,0.885,8,0.303,0.857,0.115,0.567,0.07,False,True,0.39645,low_risk,Platinum/Gold
U0177_fc99c5,fraud_gaming,6,57,0.0,2308.73,-0.011,3,0.0,0.901,1.011,2.417,17.89,True,False,0.13515,fraud_flag,Rejected - Fraud Review
U0178_17ed28,risky_irregular,7,144,0.312,2160.44,-0.149,11,0.0,0.886,1.149,2.042,9.98,False,True,0.24209999999999998,high_risk,Bronze
U0179_6b0956,thin_file_new_user,2,32,0.378,905.67,-1.148,6,0.119,0.847,2.148,2.263,19.18,False,True,0.29505,insufficient_history,Pending - Needs More History
U0180_fa6f2c,risky_irregular,7,140,0.239,2086.43,-0.069,7,0.165,0.862,1.069,1.693,5.73,False,True,0.26244999999999996,high_risk,Bronze
U0181_53381f,risky_irregular,7,194,0.375,4164.84,-0.042,16,0.0,0.852,1.042,1.753,8.02,False,True,0.25905,high_risk,Bronze
U0182_3be657,gig_worker,7,297,0.65,4466.22,-0.041,32,0.0,0.879,1.041,1.707,6.05,False,True,0.35934999999999995,medium_risk,Silver
U0183_629504,seasonal_farmer,5,62,0.221,79937.33,0.846,6,0.365,0.925,0.154,0.602,0.11,False,True,0.4948,low_risk,Platinum/Gold
U0184_6d2c3a,risky_irregular,7,187,0.272,1353.76,-0.086,16,0.301,0.863,1.086,2.058,8.36,False,True,0.31494999999999995,medium_risk,Silver
U0185_7a1790,thin_file_new_user,2,31,0.0,481.88,-0.312,2,0.0,0.825,1.312,2.253,8.65,False,True,0.12374999999999999,insufficient_history,Pending - Needs More History
U0186_1fdc6c,seasonal_farmer,6,103,0.0,255222.9,0.926,6,0.125,0.901,0.074,0.64,0.07,False,True,0.35785,medium_risk,Silver
U0187_87f31a,stable_shop_owner,7,267,0.278,4806.17,-0.077,33,0.141,0.862,1.077,1.783,6.5,False,True,0.26890000000000003,high_risk,Bronze
U0188_d9f64e,thin_file_new_user,2,33,0.0,475.28,-3.126,2,0.0,0.753,4.126,2.681,7.21,False,True,0.11295,insufficient_history,Pending - Needs More History
U0189_95db6d,stable_shop_owner,7,262,0.667,5637.98,0.001,27,0.093,0.858,0.999,1.246,4.17,False,True,0.39024999999999993,low_risk,Platinum/Gold
U0190_1c261a,fraud_gaming,7,66,0.0,1556.44,-0.111,5,0.0,0.885,1.111,1.968,13.81,False,False,0.13275,fraud_flag,Rejected - Fraud Review
U0191_eaa7ab,stable_shop_owner,7,241,0.404,8598.0,-0.003,35,0.026,0.905,1.003,1.373,5.96,True,True,0.28495000000000004,fraud_flag,Rejected - Fraud Review
U0192_649d2a,stable_shop_owner,7,261,0.415,9361.9,-0.012,20,0.327,0.864,1.012,1.374,4.4,False,True,0.37295,low_risk,Platinum/Gold
U0193_bf959c,risky_irregular,7,170,0.498,1537.15,-0.2,11,0.036,0.781,1.2,2.332,8.47,False,True,0.30225,high_risk,Bronze
U0194_8b6480,stable_shop_owner,7,247,0.495,5223.59,-0.007,17,0.0,0.853,1.007,1.693,4.97,False,True,0.30119999999999997,high_risk,Bronze
U0195_a4c6e1,stable_shop_owner,7,267,0.385,7045.07,-0.019,19,0.427,0.88,1.019,1.475,4.08,False,True,0.39485,low_risk,Platinum/Gold
U0196_d5adcd,gig_worker,7,317,0.525,4649.45,-0.031,37,0.0,0.904,1.031,1.637,4.06,False,True,0.31935,medium_risk,Silver
U0197_892a8e,risky_irregular,7,187,0.206,3718.4,0.024,19,0.28,0.885,0.976,2.052,11.04,False,True,0.29365,high_risk,Bronze
U0198_a7647d,stable_shop_owner,7,300,0.445,5576.54,-0.035,27,0.0,0.883,1.035,1.753,5.97,False,True,0.2882,high_risk,Bronze
U0199_128d80,seasonal_farmer,5,73,0.0,184166.27,0.894,5,0.001,0.913,0.106,0.577,0.11,False,True,0.31605,medium_risk,Silver
U0200_928d44,risky_irregular,7,146,0.258,3755.96,-0.027,8,0.137,0.84,1.027,1.662,6.04,False,True,0.25739999999999996,high_risk,Bronze
U0201_71aed5,fraud_gaming,6,52,0.0,1868.98,-0.046,1,0.0,0.917,1.046,3.114,22.4,True,False,0.13755,fraud_flag,Rejected - Fraud Review
U0202_0af0db,gig_worker,7,341,0.58,7593.45,0.008,27,0.299,0.859,0.992,1.655,5.16,False,True,0.4231499999999999,low_risk,Platinum/Gold
U0203_33f94c,stable_shop_owner,7,266,0.551,7016.27,-0.044,31,0.008,0.886,1.044,1.466,5.91,False,True,0.32815,medium_risk,Silver
U0204_ac6c41,stable_shop_owner,7,261,0.242,5622.28,-0.049,22,0.0,0.861,1.049,1.349,3.32,False,True,0.21384999999999998,high_risk,Bronze
U0205_7c4c59,stable_shop_owner,7,277,0.408,7348.74,-0.011,27,0.0,0.917,1.011,1.542,3.32,False,True,0.28035,high_risk,Bronze
U0206_c6e9aa,stable_shop_owner,7,266,0.425,7866.33,-0.039,23,0.062,0.896,1.039,1.342,3.87,False,True,0.30174999999999996,high_risk,Bronze
U0207_a39c3e,thin_file_new_user,2,19,0.0,330.66,-1.813,5,0.327,0.913,2.813,2.324,12.57,False,True,0.23504999999999998,insufficient_history,Pending - Needs More History
U0208_b129b1,stable_shop_owner,7,295,0.745,6522.18,-0.04,31,0.139,0.902,1.04,1.916,6.88,False,True,0.43775,low_risk,Platinum/Gold
U0209_e1c1d1,gig_worker,7,335,0.447,7917.27,0.006,33,0.0,0.879,0.994,1.567,4.62,False,True,0.2895,high_risk,Bronze
U0210_4fac35,thin_file_new_user,2,30,0.268,1146.07,0.09,4,0.48,0.855,0.91,1.288,2.84,False,True,0.38405,insufficient_history,Pending - Needs More History
U0211_50736c,gig_worker,7,303,0.573,6226.78,-0.032,26,0.118,0.867,1.032,1.616,7.48,False,True,0.366,medium_risk,Silver
U0212_2c5d9d,stable_shop_owner,7,228,0.34,7407.53,-0.051,14,0.144,0.834,1.051,1.536,3.98,False,True,0.2873,high_risk,Bronze
U0213_2487e7,risky_irregular,7,152,0.059,987.81,-0.101,13,0.0,0.856,1.101,2.499,9.82,False,True,0.14905,high_risk,Bronze
U0214_bd7aec,thin_file_new_user,2,29,0.0,2798.76,-0.197,3,0.166,0.841,1.197,0.982,1.65,False,True,0.17595,insufficient_history,Pending - Needs More History
U0215_e5c719,thin_file_new_user,2,34,0.675,919.37,-0.252,6,0.038,0.929,1.252,4.146,20.78,False,True,0.387,insufficient_history,Pending - Needs More History
U0216_43d75a,stable_shop_owner,7,219,0.391,5295.17,-0.051,24,0.158,0.892,1.051,1.508,3.25,False,True,0.31805,medium_risk,Silver
U0217_5e6120,stable_shop_owner,7,258,0.405,3858.75,-0.073,25,0.143,0.879,1.073,1.555,5.13,False,True,0.3165,medium_risk,Silver
U0218_2197d7,fraud_gaming,7,70,0.0,1373.59,-0.072,3,0.145,0.85,1.072,2.521,20.33,True,True,0.17099999999999999,fraud_flag,Rejected - Fraud Review
U0219_8cfd3e,seasonal_farmer,6,79,0.0,101105.78,0.817,7,0.209,0.93,0.183,0.676,0.14,False,True,0.3656,medium_risk,Silver
U0220_81bdb8,seasonal_farmer,7,91,0.18,77161.55,0.804,5,0.877,0.862,0.196,0.588,0.09,True,True,0.6162,fraud_flag,Rejected - Fraud Review
U0221_262079,gig_worker,7,295,0.589,5990.06,-0.031,28,0.248,0.874,1.031,1.523,5.79,False,True,0.41164999999999996,low_risk,Platinum/Gold
U0222_50e8c3,thin_file_new_user,2,46,0.798,1740.28,0.14,7,0.047,0.92,0.86,1.949,7.2,False,True,0.45940000000000003,insufficient_history,Pending - Needs More History
U0223_2a2728,fraud_gaming,6,73,0.0,2053.82,-0.196,5,0.0,0.895,1.196,2.778,21.66,True,False,0.13425,fraud_flag,Rejected - Fraud Review
U0224_cc9c09,stable_shop_owner,7,226,0.439,4615.58,-0.022,26,0.055,0.867,1.022,1.509,4.3,False,True,0.30019999999999997,high_risk,Bronze
U0225_c9dafb,fraud_gaming,6,44,0.0,2224.68,-0.065,3,0.0,0.874,1.065,2.233,14.2,True,False,0.1311,fraud_flag,Rejected - Fraud Review
U0226_3b802b,stable_shop_owner,7,310,0.327,5421.66,-0.024,22,0.222,0.856,1.024,1.676,3.98,False,True,0.30945,medium_risk,Silver
U0227_373eaa,gig_worker,7,306,0.512,5911.73,-0.048,27,0.0,0.887,1.048,1.452,4.82,False,True,0.31225,medium_risk,Silver
U0228_c2c911,thin_file_new_user,2,33,0.58,769.68,-0.463,7,0.265,0.89,1.463,2.191,7.13,False,True,0.416,insufficient_history,Pending - Needs More History
U0229_76f47f,stable_shop_owner,7,238,0.778,4072.16,-0.073,24,0.0,0.882,1.073,1.452,4.1,False,True,0.40459999999999996,low_risk,Platinum/Gold
U0230_0ae25d,stable_shop_owner,7,255,0.421,6857.65,-0.039,21,0.159,0.873,1.039,1.513,6.65,False,True,0.32599999999999996,medium_risk,Silver
U0231_5f0b9f,seasonal_farmer,7,97,0.0,151777.64,0.913,8,0.155,0.883,0.087,0.529,0.06,False,True,0.36155000000000004,medium_risk,Silver
U0232_5d5a6d,fraud_gaming,6,77,0.0,3175.34,-0.14,7,0.019,0.885,1.14,1.572,11.17,False,False,0.13845000000000002,fraud_flag,Rejected - Fraud Review
U0233_54e9e2,gig_worker,7,337,0.686,6285.88,-0.055,36,0.0,0.901,1.055,1.523,4.49,False,True,0.37525,low_risk,Platinum/Gold
U0234_bf3a57,fraud_gaming,7,59,0.0,1402.98,-0.125,3,1.0,0.834,1.125,2.24,16.13,True,True,0.4251,fraud_flag,Rejected - Fraud Review
U0235_203fa6,risky_irregular,7,131,0.051,2141.69,-0.176,8,0.0,0.839,1.176,2.003,6.18,False,True,0.1437,high_risk,Bronze
U0236_30f12f,gig_worker,7,345,0.737,5440.66,-0.064,30,0.066,0.889,1.064,1.555,5.08,False,True,0.4110999999999999,low_risk,Platinum/Gold
U0237_ed21b6,risky_irregular,7,166,0.55,2003.43,-0.16,15,0.312,0.849,1.16,2.105,9.1,False,True,0.41345,low_risk,Platinum/Gold
U0238_e4acef,stable_shop_owner,7,265,0.436,4168.21,-0.008,31,0.0,0.838,1.008,1.731,6.85,False,True,0.2783,high_risk,Bronze
U0239_898f4b,stable_shop_owner,7,216,0.151,3075.46,-0.119,27,0.125,0.88,1.119,1.675,4.87,False,True,0.22235,high_risk,Bronze
U0240_8f96d5,risky_irregular,7,194,0.383,1721.42,-0.196,18,0.0,0.917,1.196,1.991,6.72,False,True,0.2716,high_risk,Bronze
U0241_2b2714,risky_irregular,7,143,0.092,692.28,-0.383,10,0.305,0.849,1.383,2.193,10.83,False,True,0.25105,high_risk,Bronze
U0242_64fc4c,stable_shop_owner,7,279,0.526,3707.4,-0.068,34,0.09,0.917,1.068,1.769,4.86,False,True,0.34865,medium_risk,Silver
U0243_03e02c,gig_worker,7,296,0.417,2833.6,-0.106,28,0.129,0.865,1.106,1.966,9.47,False,True,0.3144,medium_risk,Silver
U0244_9f9018,thin_file_new_user,2,33,0.956,2000.28,-0.064,3,0.529,0.951,1.064,1.113,2.81,False,True,0.63595,insufficient_history,Pending - Needs More History
U0245_8f80c4,risky_irregular,7,184,0.163,2760.83,-0.115,19,0.0,0.857,1.115,2.239,12.18,False,True,0.1856,high_risk,Bronze
U0246_457cc7,thin_file_new_user,2,29,0.969,977.27,-0.721,3,0.0,0.801,1.721,2.031,7.02,False,True,0.45929999999999993,insufficient_history,Pending - Needs More History
U0247_1eef49,seasonal_farmer,7,117,0.0,181585.24,0.873,6,0.486,0.876,0.127,0.636,0.07,False,True,0.4518,low_risk,Platinum/Gold
U0248_030762,seasonal_farmer,5,69,0.891,48262.26,0.718,5,0.503,0.928,0.282,0.474,0.11,False,True,0.7455499999999999,low_risk,Platinum/Gold
U0249_afde93,seasonal_farmer,6,82,0.178,136028.02,0.887,7,0.051,0.901,0.113,0.595,0.08,False,True,0.39015,low_risk,Platinum/Gold
U0250_24aaf5,thin_file_new_user,2,25,0.679,767.43,-1.494,4,0.6,0.904,2.494,1.825,8.04,False,True,0.55325,insufficient_history,Pending - Needs More History
U0251_b48b11,risky_irregular,7,136,0.112,2503.5,-0.023,12,0.194,0.858,1.023,1.551,5.62,False,True,0.22609999999999997,high_risk,Bronze
U0252_1e8100,gig_worker,7,325,0.358,6019.44,-0.045,29,0.063,0.881,1.045,1.615,5.98,False,True,0.27635,high_risk,Bronze
U0253_42ca95,stable_shop_owner,7,256,0.598,8798.04,0.008,25,0.016,0.902,0.992,1.381,3.61,False,True,0.351,medium_risk,Silver
U0254_bac84d,stable_shop_owner,7,241,0.473,4323.23,-0.051,24,0.236,0.889,1.051,1.601,5.96,False,True,0.3696999999999999,medium_risk,Silver
U0255_ed1ad2,thin_file_new_user,2,31,0.0,428.76,-2.396,4,0.442,0.902,3.396,1.954,18.27,False,True,0.2679,insufficient_history,Pending - Needs More History
U0256_a99912,risky_irregular,7,174,0.001,2905.35,-0.107,12,0.194,0.818,1.107,1.817,5.97,False,True,0.18125,high_risk,Bronze
U0257_0d535d,stable_shop_owner,7,236,0.139,5410.03,-0.02,26,0.195,0.907,1.02,1.665,4.92,False,True,0.2432,high_risk,Bronze
U0258_3b12c5,stable_shop_owner,7,243,0.358,6434.66,-0.017,14,0.266,0.876,1.017,1.496,4.11,False,True,0.3365,medium_risk,Silver
U0259_08000f,gig_worker,7,346,0.474,4852.65,-0.073,25,0.0,0.885,1.073,1.557,6.24,False,True,0.29864999999999997,high_risk,Bronze
U0260_100605,stable_shop_owner,7,265,0.378,7428.87,-0.017,18,0.177,0.883,1.017,1.342,3.58,False,True,0.31784999999999997,medium_risk,Silver
U0261_c5ac87,risky_irregular,7,158,0.348,2573.47,-0.005,20,0.0,0.872,1.005,1.765,8.02,False,True,0.2526,high_risk,Bronze
U0262_8dff3b,seasonal_farmer,6,94,0.134,60819.81,0.622,9,0.045,0.928,0.378,0.472,0.1,True,True,0.324,fraud_flag,Rejected - Fraud Review
U0263_304b96,stable_shop_owner,7,271,0.294,5634.23,-0.061,36,0.081,0.893,1.061,1.622,4.26,False,True,0.26115,high_risk,Bronze
U0264_c955c8,fraud_gaming,6,87,0.0,2510.14,-0.058,9,0.108,0.929,1.058,1.959,15.56,True,False,0.17175,fraud_flag,Rejected - Fraud Review
U0265_542efd,stable_shop_owner,7,228,0.458,3911.82,-0.032,28,0.0,0.899,1.032,1.712,3.16,False,True,0.29515,high_risk,Bronze
U0266_345487,stable_shop_owner,7,242,0.433,3988.73,-0.005,25,0.0,0.843,1.005,1.536,5.13,False,True,0.27799999999999997,high_risk,Bronze
U0267_1095aa,stable_shop_owner,7,293,0.653,6392.0,-0.002,29,0.254,0.865,1.002,1.764,4.38,False,True,0.4345,low_risk,Platinum/Gold
U0268_60938e,stable_shop_owner,7,288,0.624,6343.53,-0.033,28,0.302,0.896,1.033,1.612,5.15,False,True,0.4434,low_risk,Platinum/Gold
U0269_e2d18d,stable_shop_owner,7,229,0.27,5712.65,-0.019,22,0.0,0.845,1.019,1.484,3.96,False,True,0.22125,high_risk,Bronze
U0270_dadb02,stable_shop_owner,7,248,0.337,7886.08,-0.003,26,0.313,0.846,1.003,1.605,5.07,False,True,0.33875,medium_risk,Silver
U0271_169319,stable_shop_owner,7,294,0.368,11139.86,-0.025,32,0.0,0.915,1.025,1.261,3.05,False,True,0.26605,high_risk,Bronze
U0272_d00ca4,stable_shop_owner,7,254,0.278,4418.84,-0.046,31,0.0,0.893,1.046,1.566,3.94,False,True,0.23124999999999998,high_risk,Bronze
U0273_5d636b,gig_worker,7,333,0.579,8730.24,-0.002,39,0.054,0.911,1.002,1.429,3.68,False,True,0.3554999999999999,medium_risk,Silver
U0274_fc567f,thin_file_new_user,2,20,0.444,1233.77,-0.034,2,0.0,0.914,1.034,1.182,2.69,False,True,0.2925,insufficient_history,Pending - Needs More History
U0275_02fa9a,seasonal_farmer,7,69,0.171,50092.79,0.755,7,0.249,0.873,0.245,0.467,0.1,False,True,0.4165,low_risk,Platinum/Gold
U0276_cfb200,seasonal_farmer,6,87,0.172,181592.58,0.905,14,0.0,0.905,0.095,0.495,0.07,False,True,0.37695,low_risk,Platinum/Gold
U0277_381080,gig_worker,7,317,0.364,8358.75,-0.023,33,0.0,0.88,1.023,1.513,5.28,False,True,0.25939999999999996,high_risk,Bronze
U0278_498eaf,risky_irregular,7,155,0.236,1358.29,-0.132,20,0.0,0.888,1.132,1.98,11.39,False,True,0.2158,high_risk,Bronze
U0279_e072ce,risky_irregular,7,155,0.288,1804.7,-0.029,11,0.0,0.884,1.029,1.784,8.78,False,True,0.2334,high_risk,Bronze
U0280_d4df52,stable_shop_owner,7,270,0.522,4485.2,-0.025,29,0.0,0.873,1.025,1.613,6.36,False,True,0.31365,medium_risk,Silver
U0281_481ca1,stable_shop_owner,7,262,0.649,5704.8,-0.019,27,0.0,0.893,1.019,1.481,4.62,False,True,0.3611,medium_risk,Silver
U0282_fe5f8e,stable_shop_owner,7,273,0.44,3687.62,-0.019,30,0.031,0.891,1.019,1.74,4.74,False,True,0.29695,high_risk,Bronze
U0283_1a35b2,stable_shop_owner,7,250,0.383,7765.39,-0.005,24,0.004,0.9,1.005,1.487,2.65,False,True,0.27025,high_risk,Bronze
U0284_1cb80b,gig_worker,7,339,0.317,5793.36,0.002,32,0.017,0.892,0.998,1.602,4.75,False,True,0.25025,high_risk,Bronze
U0285_8b243c,seasonal_farmer,6,84,0.036,125717.36,0.907,7,0.318,0.898,0.093,0.619,0.07,False,True,0.4241,low_risk,Platinum/Gold
U0286_ff74de,stable_shop_owner,7,275,0.332,4482.01,-0.048,22,0.077,0.886,1.048,1.482,4.57,False,True,0.2722,high_risk,Bronze
U0287_9d7aed,seasonal_farmer,3,90,0.34,342270.4,0.893,9,0.0,0.953,0.107,0.605,0.09,False,True,0.44055,low_risk,Platinum/Gold
U0288_68105d,gig_worker,7,326,0.597,6184.68,-0.048,29,0.226,0.88,1.048,1.546,4.53,False,True,0.40874999999999995,low_risk,Platinum/Gold
U0289_28cd61,stable_shop_owner,7,248,0.413,5823.09,-0.035,32,0.12,0.882,1.035,1.785,9.39,False,True,0.31284999999999996,medium_risk,Silver
U0290_8e4e8a,risky_irregular,7,144,0.413,3286.35,-0.035,8,0.025,0.871,1.035,1.616,5.48,False,True,0.28269999999999995,high_risk,Bronze
U0291_578a8e,stable_shop_owner,7,217,0.266,4816.78,0.0,19,0.0,0.88,1.0,1.69,4.04,False,True,0.22510000000000002,high_risk,Bronze
U0292_c8ae10,fraud_gaming,7,67,0.0,3283.18,-0.076,3,0.025,0.848,1.076,1.753,11.35,True,False,0.1347,fraud_flag,Rejected - Fraud Review
U0293_c1f2f7,stable_shop_owner,7,264,0.514,6261.43,0.029,30,0.0,0.89,0.971,1.65,5.77,False,True,0.31920000000000004,medium_risk,Silver
U0294_4fa5ea,risky_irregular,7,153,0.332,2088.74,-0.088,10,0.274,0.839,1.088,1.765,7.32,False,True,0.32425000000000004,medium_risk,Silver
U0295_c5d8b1,fraud_gaming,7,75,0.0,2375.38,-0.118,8,0.122,0.903,1.118,1.973,15.89,True,False,0.17204999999999998,fraud_flag,Rejected - Fraud Review
U0296_29fd10,fraud_gaming,7,99,0.0,1668.74,-0.095,5,0.411,0.848,1.095,2.356,19.36,True,False,0.25049999999999994,fraud_flag,Rejected - Fraud Review
U0297_a761fa,risky_irregular,7,194,0.173,1115.22,-0.37,14,0.0,0.876,1.37,2.394,7.53,False,True,0.19194999999999998,high_risk,Bronze
U0298_63d561,risky_irregular,7,143,0.211,1326.95,-0.061,12,0.235,0.884,1.061,2.008,5.79,False,True,0.27695,high_risk,Bronze
U0299_da8a6a,thin_file_new_user,2,29,0.0,1293.56,-0.772,2,0.0,0.9,1.772,1.786,3.44,False,True,0.135,insufficient_history,Pending - Needs More History
U0300_9d3c27,risky_irregular,7,137,0.158,2776.1,0.0,10,0.096,0.866,1.0,1.804,5.53,False,True,0.21399999999999997,high_risk,Bronze
U0301_acfa65,stable_shop_owner,7,263,0.398,4611.59,-0.044,25,0.139,0.893,1.044,1.772,5.62,False,True,0.31494999999999995,medium_risk,Silver
U0302_9e07a1,gig_worker,7,348,0.476,5066.13,-0.025,34,0.0,0.882,1.025,1.581,7.92,False,True,0.29889999999999994,high_risk,Bronze
U0303_b1326c,gig_worker,7,312,0.514,3667.41,0.025,27,0.0,0.862,0.975,1.657,5.72,False,True,0.31420000000000003,medium_risk,Silver
U0304_20bed2,risky_irregular,7,168,0.464,2717.1,-0.053,16,0.097,0.86,1.053,1.978,8.44,False,True,0.3205,medium_risk,Silver
U0305_fa0ba6,gig_worker,7,293,0.229,4711.86,-0.013,35,0.048,0.857,1.013,1.641,5.77,False,True,0.2231,high_risk,Bronze
U0306_28bedd,seasonal_farmer,6,62,0.282,59303.93,0.777,9,0.0,0.939,0.223,0.742,0.2,False,True,0.39494999999999997,low_risk,Platinum/Gold
U0307_1476e2,thin_file_new_user,2,31,0.234,1046.68,-0.799,7,0.421,0.98,1.799,1.752,5.79,False,True,0.35519999999999996,insufficient_history,Pending - Needs More History
U0308_7dcc09,stable_shop_owner,7,237,0.752,6230.2,-0.041,24,0.2,0.902,1.041,1.334,3.99,False,True,0.4585,low_risk,Platinum/Gold
U0309_92cc34,stable_shop_owner,7,256,0.413,8091.38,-0.035,25,0.0,0.893,1.035,1.398,3.16,False,True,0.27849999999999997,high_risk,Bronze
U0310_f7fdef,gig_worker,7,315,0.391,3647.14,-0.1,35,0.044,0.896,1.1,1.751,6.87,False,True,0.28445,high_risk,Bronze
U0311_1cac4c,seasonal_farmer,6,86,0.07,155842.24,0.913,11,0.0,0.867,0.087,0.558,0.07,False,True,0.33715,medium_risk,Silver
U0312_9103ba,stable_shop_owner,7,264,0.69,3452.45,-0.055,25,0.213,0.886,1.055,1.858,5.69,False,True,0.4382999999999999,low_risk,Platinum/Gold
U0313_49e624,seasonal_farmer,7,74,0.185,72770.4,0.774,7,0.538,0.927,0.226,0.5,0.09,False,True,0.52,low_risk,Platinum/Gold
U0314_0c8400,seasonal_farmer,6,90,0.0,137436.3,0.857,4,0.549,0.807,0.143,0.624,0.08,False,True,0.45715,low_risk,Platinum/Gold
U0315_30ece8,seasonal_farmer,5,89,0.286,222541.96,0.899,8,0.0,0.894,0.101,0.599,0.08,False,True,0.414,low_risk,Platinum/Gold
U0316_4a6a95,seasonal_farmer,6,65,0.0,63109.7,0.796,6,0.0,0.896,0.204,0.643,0.13,False,True,0.29359999999999997,high_risk,Bronze
U0317_69b2bc,thin_file_new_user,2,27,0.0,253.3,-4.005,3,0.576,0.861,5.005,2.227,5.71,False,True,0.30194999999999994,insufficient_history,Pending - Needs More History
U0318_00f8d9,stable_shop_owner,7,250,0.265,5506.3,-0.032,29,0.254,0.866,1.032,1.66,4.52,False,True,0.29884999999999995,high_risk,Bronze
U0319_1b8eed,fraud_gaming,7,92,0.0,2787.17,-0.051,10,0.0,0.885,1.051,2.697,25.09,True,False,0.13275,fraud_flag,Rejected - Fraud Review
U0320_13b225,fraud_gaming,6,64,0.0,1297.11,-0.046,7,0.011,0.817,1.046,3.367,26.18,True,False,0.12585,fraud_flag,Rejected - Fraud Review
U0321_b64ee3,gig_worker,7,331,0.371,6918.58,-0.007,26,0.087,0.861,1.007,1.549,5.47,False,True,0.28509999999999996,high_risk,Bronze
U0322_d8aa99,seasonal_farmer,5,78,0.352,122102.95,0.84,5,0.562,0.914,0.16,0.539,0.09,True,True,0.5969,fraud_flag,Rejected - Fraud Review
U0323_587727,gig_worker,7,332,0.636,8407.74,-0.004,28,0.069,0.871,1.004,1.595,5.44,False,True,0.37395,low_risk,Platinum/Gold
U0324_507467,risky_irregular,7,177,0.681,2125.28,-0.043,13,0.204,0.869,1.043,2.022,4.36,False,True,0.42989999999999995,low_risk,Platinum/Gold
U0325_5195aa,thin_file_new_user,2,25,0.0,419.43,-0.657,2,0.0,0.832,1.657,1.816,5.47,False,True,0.1248,insufficient_history,Pending - Needs More History
U0326_935b2b,risky_irregular,7,138,0.102,2936.96,-0.084,9,0.135,0.862,1.084,1.62,4.05,False,True,0.2055,high_risk,Bronze
U0327_e45023,gig_worker,7,285,0.304,4614.76,-0.007,32,0.0,0.889,1.007,1.676,4.73,False,True,0.23975,high_risk,Bronze
U0328_3f9f25,thin_file_new_user,2,28,0.667,2242.59,-0.156,3,0.316,0.765,1.156,1.213,2.67,False,True,0.44299999999999995,insufficient_history,Pending - Needs More History
U0329_5c64ca,stable_shop_owner,7,282,0.278,8628.6,0.009,29,0.052,0.888,0.991,1.429,5.57,False,True,0.24789999999999998,high_risk,Bronze
U0330_e1418b,thin_file_new_user,2,20,0.0,867.87,-0.998,4,0.039,0.969,1.998,1.509,2.35,False,True,0.15704999999999997,insufficient_history,Pending - Needs More History
U0331_a22e5b,stable_shop_owner,7,252,0.368,5538.33,-0.065,23,0.131,0.894,1.065,1.581,5.11,False,True,0.3022,high_risk,Bronze
U0332_e67c15,thin_file_new_user,2,25,0.493,1776.64,-0.175,2,0.0,0.908,1.175,0.812,1.48,False,True,0.30874999999999997,insufficient_history,Pending - Needs More History
U0333_9b9b04,risky_irregular,7,166,0.017,2882.44,-0.113,18,0.0,0.873,1.113,1.933,9.22,False,True,0.1369,high_risk,Bronze
U0334_8f12fc,stable_shop_owner,7,281,0.643,10524.37,-0.003,17,0.0,0.857,1.003,1.257,2.91,False,True,0.3536,medium_risk,Silver
U0335_0205df,thin_file_new_user,2,13,0.54,874.02,-0.961,3,0.614,0.948,1.961,1.082,2.9,False,True,0.5154,insufficient_history,Pending - Needs More History
U0336_f66475,stable_shop_owner,7,276,0.855,3496.71,-0.03,29,0.0,0.868,1.03,1.56,4.76,False,True,0.42944999999999994,low_risk,Platinum/Gold
U0337_a8c79d,thin_file_new_user,2,32,0.579,704.4,-1.704,5,0.224,0.859,2.704,1.829,9.56,False,True,0.39869999999999994,insufficient_history,Pending - Needs More History
U0338_c7e68d,stable_shop_owner,7,186,0.459,3729.28,-0.05,14,0.589,0.892,1.05,1.465,4.37,False,True,0.47114999999999996,low_risk,Platinum/Gold
U0339_4945e3,fraud_gaming,7,65,0.0,1586.15,-0.253,3,0.107,0.852,1.253,2.325,17.73,True,False,0.1599,fraud_flag,Rejected - Fraud Review
U0340_02f9a9,stable_shop_owner,7,264,0.398,5568.33,-0.011,30,0.0,0.898,1.011,1.514,6.0,False,True,0.274,high_risk,Bronze
U0341_6287cd,fraud_gaming,7,52,0.0,2003.6,-0.115,3,0.269,0.886,1.115,2.652,19.0,True,False,0.2136,fraud_flag,Rejected - Fraud Review
U0342_7adfe7,risky_irregular,7,128,0.457,3339.25,-0.009,10,0.379,0.825,1.009,1.655,6.55,False,True,0.3974,low_risk,Platinum/Gold
