user_id,persona,n_transactions
U0724_69fdad,stable_shop_owner,248
U0725_ea6cf0,stable_shop_owner,254
U0726_9cd6c2,stable_shop_owner,296
U0727_68cb22,stable_shop_owner,275
U0728_f03936,gig_worker,320
U0729_343e0a,gig_worker,314
U0730_b54a6e,seasonal_farmer,77
U0731_a3a379,stable_shop_owner,275
U0732_0ca477,stable_shop_owner,230
U0733_41a428,seasonal_farmer,81
U0734_1709b9,stable_shop_owner,256
U0735_6feb58,thin_file_new_user,27
U0736_778753,stable_shop_owner,224
U0737_7185d3,seasonal_farmer,98
U0738_e036e0,seasonal_farmer,58
U0739_4a6b49,seasonal_farmer,101
U0740_6524f6,stable_shop_owner,271
U0741_05c85b,stable_shop_owner,255
U0742_1fe0c6,risky_irregular,184
U0743_d048a8,stable_shop_owner,194
U0744_0148a5,gig_worker,313
U0745_684e46,gig_worker,292
U0746_de3476,seasonal_farmer,73
U0747_393009,seasonal_farmer,94
U0748_5f2fff,risky_irregular,137
U0749_316bfe,risky_irregular,182
U0750_acc042,stable_shop_owner,239
U0751_2e366a,seasonal_farmer,67
U0752_50056a,stable_shop_owner,293
U0753_7e0621,gig_worker,287
U0754_0bc852,thin_file_new_user,24
U0755_abeed0,stable_shop_owner,297
U0756_77982f,seasonal_farmer,67
U0757_3b0b7f,fraud_gaming,93
U0758_3a7dac,stable_shop_owner,261
U0759_5005d1,gig_worker,296
U0760_c1e459,thin_file_new_user,26
U0761_172ce0,stable_shop_owner,255
U0762_79a9d4,stable_shop_owner,232
U0763_b64092,stable_shop_owner,233
U0764_c900f0,fraud_gaming,79
U0765_bdc023,stable_shop_owner,273
U0766_d33033,stable_shop_owner,235
U0767_8474d4,stable_shop_owner,261
U0768_06e009,stable_shop_owner,268
U0769_bd2cb8,thin_file_new_user,30
U0770_4b707e,stable_shop_owner,268
U0771_72937b,gig_worker,278
U0772_c4a141,gig_worker,312
U0773_473c00,risky_irregular,172
U0774_345dbe,stable_shop_owner,221
U0775_3a6e6d,risky_irregular,164
U0776_c29fe7,thin_file_new_user,38
U0777_a3ea88,stable_shop_owner,217
U0778_3897a6,risky_irregular,192
U0779_2faf75,risky_irregular,195
U0780_3f8672,stable_shop_owner,242
U0781_202c6c,fraud_gaming,71
U0782_a3cd43,gig_worker,323
U0783_18a322,thin_file_new_user,36
U0784_f78b7e,fraud_gaming,70
U0785_4b6a08,seasonal_farmer,68
U0786_f7b6c2,risky_irregular,147
U0787_267532,seasonal_farmer,58
U0788_930489,risky_irregular,176
U0789_ccd64b,thin_file_new_user,25
U0790_3a9922,stable_shop_owner,294
U0791_0df3d0,seasonal_farmer,73
U0792_2a2ab5,seasonal_farmer,65
U0793_2ff8db,stable_shop_owner,210
U0794_c5e07e,stable_shop_owner,244
U0795_5a754a,seasonal_farmer,57
U0796_7ce4bc,stable_shop_owner,252
U0797_413081,stable_shop_owner,247
U0798_6e4d2a,thin_file_new_user,25
U0799_60c23d,thin_file_new_user,32
U0800_2cbe23,thin_file_new_user,34
U0801_7ec306,seasonal_farmer,86
U0802_cd1030,risky_irregular,167
U0803_b1c3fd,gig_worker,315
U0804_ca4390,stable_shop_owner,247
U0805_7acdb3,stable_shop_owner,266
U0806_b62b59,thin_file_new_user,33
U0807_40a4dc,stable_shop_owner,224
U0808_510bce,gig_worker,275
U0809_b7e579,fraud_gaming,78
U0810_30285a,stable_shop_owner,251
U0811_37bcb0,stable_shop_owner,270
U0812_cd3859,fraud_gaming,89
U0813_0ad4ca,gig_worker,305
U0814_cd0850,stable_shop_owner,223
U0815_0e684a,risky_irregular,170
U0816_9d4e22,risky_irregular,178
U0817_20e6b7,gig_worker,310
U0818_a11d26,thin_file_new_user,37
U0819_be92b4,stable_shop_owner,240
U0820_884276,stable_shop_owner,258
U0821_1360f3,gig_worker,328
U0822_659ecd,stable_shop_owner,282
U0823_a39a94,thin_file_new_user,28
U0824_255974,risky_irregular,131
U0825_e15768,stable_shop_owner,246
U0826_adc84e,gig_worker,341
U0827_f7aebf,stable_shop_owner,253
U0828_5c90ad,risky_irregular,144
U0829_6f70be,stable_shop_owner,241
U0830_648109,thin_file_new_user,19
U0831_d47a6a,gig_worker,334
U0832_081365,seasonal_farmer,78
U0833_5a3a45,thin_file_new_user,28
U0834_ceac5e,thin_file_new_user,22
U0835_c9d72c,gig_worker,315
U0836_516ac4,risky_irregular,179
U0837_705786,fraud_gaming,50
U0838_883801,seasonal_farmer,89
U0839_f6f9c2,gig_worker,280
U0840_94e7b9,stable_shop_owner,250
U0841_a1dff2,risky_irregular,157
U0842_51d269,gig_worker,360
U0843_6fa171,seasonal_farmer,63
U0844_1c5fb1,stable_shop_owner,303
U0845_d2aeb1,risky_irregular,166
U0846_357a2e,seasonal_farmer,84
U0847_e58d95,thin_file_new_user,26
U0848_8c1827,stable_shop_owner,276
U0849_a4987b,fraud_gaming,76
U0850_d888e0,stable_shop_owner,253
U0851_3f8edd,stable_shop_owner,247
U0852_09c256,risky_irregular,172
U0853_280c44,fraud_gaming,80
U0854_c48b9b,stable_shop_owner,239
U0855_3a6861,gig_worker,359
U0856_3a5e1b,thin_file_new_user,28
U0857_0c57b4,risky_irregular,153
U0858_4fca33,seasonal_farmer,72
U0859_ea0fe9,gig_worker,311
U0860_12e688,thin_file_new_user,23
U0861_c31cbf,thin_file_new_user,23
U0862_d9ade6,risky_irregular,173
U0863_eec06c,gig_worker,308
U0864_47c322,stable_shop_owner,249
U0865_11519a,fraud_gaming,68
U0866_785d94,risky_irregular,146
U0867_cdccf8,risky_irregular,152
U0868_e85fce,stable_shop_owner,227
U0869_f196f3,stable_shop_owner,245
U0870_193402,thin_file_new_user,32
U0871_d99e69,stable_shop_owner,257
U0872_372147,fraud_gaming,60
U0873_8ba85f,seasonal_farmer,75
U0874_4cfc7c,thin_file_new_user,27
U0875_435404,risky_irregular,179
U0876_7103b7,seasonal_farmer,68
U0877_7f781d,seasonal_farmer,99
U0878_eb3d26,thin_file_new_user,28
U0879_5355d4,gig_worker,302
U0880_86a717,seasonal_farmer,80
U0881_89e400,thin_file_new_user,31
U0882_1c53f2,fraud_gaming,64
U0883_3fde22,gig_worker,304
U0884_55b687,stable_shop_owner,240
U0885_24f824,seasonal_farmer,94
U0886_c6f4b2,seasonal_farmer,52
U0887_833052,stable_shop_owner,276
U0888_ecf74d,stable_shop_owner,269
U0889_948343,thin_file_new_user,35
U0890_0fcc81,seasonal_farmer,70
U0891_b2d62e,fraud_gaming,60
U0892_b74f09,stable_shop_owner,199
U0893_324448,stable_shop_owner,242
U0894_26a6a6,risky_irregular,199
U0895_a2060d,risky_irregular,144
U0896_6342b6,stable_shop_owner,252
U0897_ff1eba,stable_shop_owner,233
U0898_1533f4,stable_shop_owner,236
U0899_6ac35f,gig_worker,296
